,Region,Month of Period End,Property Type,Region Type,Seasonally Adjusted,State Code,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,New Listings,New Listings Mom,New Listings Yoy
17, National,March 2020,All Residential,National,False,US,0.9857367840000001,0.5%,0.5%,507631,25.0%,3.3%,1311778,4.0%,-12.3%,44,-12,-6.0,$303K,3.0%,6.8%,658595,13.7%,-7.5%
18, National,November 2012,All Residential,National,False,US,0.969519245,0.0%,1.1%,398622,-5.8%,21.0%,1822149,-5.8%,-17.9%,73,0,-19.0,$190K,2.4%,11.2%,384838,-20.7%,-2.5%
19, National,March 2012,All Residential,National,False,US,0.962036439,0.4%,0.6%,394330,29.3%,7.7%,2119650,2.0%,-16.3%,92,-4,-12.0,$171K,6.5%,3.7%,623989,21.2%,-4.3%
20, National,December 2013,All Residential,National,False,US,0.9708429559999999,-0.1%,0.2%,408770,6.3%,4.5%,1696095,-8.9%,1.8%,68,4,-8.0,$212K,1.9%,9.6%,305441,-24.5%,2.9%
21, National,August 2016,All Residential,National,False,US,0.98182808,-0.2%,0.3%,614415,5.0%,8.8%,1848689,-2.1%,-9.0%,44,3,-3.0,$256K,-0.6%,6.5%,657872,-3.6%,2.4%
22, National,December 2016,All Residential,National,False,US,0.976807537,-0.1%,0.3%,497823,4.6%,1.8%,1423299,-11.5%,-11.8%,55,4,-5.0,$254K,-0.3%,6.6%,331091,-25.1%,-1.8%
23, National,April 2012,All Residential,National,False,US,0.965461507,0.3%,0.7%,405015,2.7%,8.9%,2155171,1.7%,-16.4%,80,-12,-17.0,$178K,4.0%,5.9%,607829,-2.6%,-1.7%
24, National,November 2017,All Residential,National,False,US,0.9808881340000001,-0.1%,0.3%,495844,-6.0%,4.1%,1468108,-8.0%,-8.7%,46,2,-5.0,$270K,0.8%,6.0%,457552,-20.6%,3.5%
25, National,July 2020,All Residential,National,False,US,0.990537329,0.4%,0.5%,685715,16.9%,7.6%,1115611,-6.6%,-33.7%,35,-4,-2.0,$324K,4.3%,8.2%,729619,4.2%,3.3%
26, National,September 2012,All Residential,National,False,US,0.9700159,0.0%,1.1%,392525,-19.2%,4.7%,2009670,-1.9%,-16.3%,72,2,-18.0,$187K,-1.9%,8.3%,478508,-10.7%,0.4%
27, National,June 2014,All Residential,National,False,US,0.977829622,0.1%,-0.3%,543048,7.0%,3.1%,2039569,3.9%,4.5%,48,-4,-4.0,$229K,3.3%,4.8%,699304,-5.8%,7.7%
28, National,October 2014,All Residential,National,False,US,0.9713659720000001,-0.1%,-0.3%,480664,2.2%,7.3%,2029837,-2.9%,3.4%,61,5,1.0,$219K,-0.4%,4.3%,556450,-3.5%,3.0%
29, National,October 2015,All Residential,National,False,US,0.974989992,-0.2%,0.4%,497052,-5.5%,3.4%,1929307,-3.6%,-5.0%,54,3,-7.0,$233K,-0.6%,6.2%,567473,-5.9%,2.0%
30, National,May 2016,All Residential,National,False,US,0.983766441,0.2%,0.3%,591589,12.3%,8.3%,1828928,2.1%,-9.0%,42,-6,-5.0,$252K,2.8%,5.6%,758786,-2.1%,-2.4%
31, National,April 2017,All Residential,National,False,US,0.985118195,0.4%,0.3%,516576,-3.2%,-1.9%,1581236,4.1%,-11.7%,41,-9,-8.0,$263K,2.0%,7.1%,727101,-5.1%,-6.2%
32, National,October 2012,All Residential,National,False,US,0.969836796,0.0%,1.2%,423039,7.8%,23.2%,1935201,-3.7%,-16.8%,73,1,-18.0,$185K,-1.0%,9.8%,485359,1.4%,5.7%
33, National,November 2014,All Residential,National,False,US,0.9708052220000001,-0.1%,-0.2%,378705,-21.2%,-1.5%,1904344,-6.2%,2.3%,63,2,0.0,$220K,0.5%,5.9%,397850,-28.5%,-1.6%
34, National,December 2014,All Residential,National,False,US,0.9698246209999999,-0.1%,-0.1%,445837,17.7%,9.1%,1732914,-9.0%,2.2%,68,4,0.0,$223K,1.1%,5.1%,327541,-17.7%,7.2%
35, National,July 2016,All Residential,National,False,US,0.9838425690000001,-0.1%,0.3%,585179,-11.5%,-6.4%,1888402,1.0%,-8.4%,41,0,-4.0,$257K,-0.9%,6.2%,682094,-10.1%,-5.8%
36, National,November 2019,All Residential,National,False,US,0.9808492790000001,-0.1%,0.2%,480950,-11.7%,0.5%,1458298,-8.7%,-7.5%,45,1,-1.0,$294K,0.1%,5.4%,437528,-27.7%,-6.0%
37, National,February 2016,All Residential,National,False,US,0.973518977,0.1%,0.3%,365732,7.0%,8.8%,1636329,2.2%,-6.5%,68,3,-8.0,$228K,-0.3%,5.8%,584311,17.4%,11.3%
38, National,July 2012,All Residential,National,False,US,0.970912291,0.0%,1.1%,451393,-7.5%,14.3%,2109021,-1.7%,-17.1%,68,0,-15.0,$192K,-1.3%,7.0%,540603,-6.2%,3.3%
39, National,April 2019,All Residential,National,False,US,0.98380101,0.3%,-0.4%,551525,12.3%,2.0%,1563621,4.6%,7.5%,41,-8,5.0,$290K,2.2%,3.0%,782752,9.9%,1.4%
40, National,February 2014,All Residential,National,False,US,0.9702228209999999,0.2%,0.0%,310737,2.4%,-3.5%,1746931,2.1%,2.0%,78,3,0.0,$201K,0.4%,11.1%,491072,3.6%,-2.8%
41, National,February 2017,All Residential,National,False,US,0.977248144,0.2%,0.4%,369074,2.3%,0.9%,1441560,2.2%,-11.9%,60,0,-9.0,$247K,0.0%,8.6%,568554,12.5%,-2.7%
42, National,October 2017,All Residential,National,False,US,0.981753503,-0.1%,0.3%,527259,-1.5%,4.9%,1595838,-4.2%,-8.5%,44,2,-6.0,$268K,-0.3%,6.6%,576095,-2.1%,6.8%
43, National,July 2013,All Residential,National,False,US,0.980296899,0.0%,0.9%,548718,4.2%,21.6%,1983068,1.6%,-6.0%,52,0,-16.0,$220K,0.6%,14.6%,649261,0.0%,20.1%
44, National,July 2015,All Residential,National,False,US,0.980644704,-0.1%,0.4%,625084,-1.4%,16.8%,2061727,0.8%,-2.5%,45,0,0.0,$242K,-1.1%,6.0%,723916,-4.2%,7.6%
45, National,August 2018,All Residential,National,False,US,0.9847736429999999,-0.3%,0.0%,632617,2.6%,0.6%,1681890,1.6%,-0.4%,36,4,-3.0,$285K,-0.9%,5.3%,704530,-1.1%,4.0%
46, National,March 2016,All Residential,National,False,US,0.978459823,0.5%,0.4%,486837,33.1%,6.0%,1716396,4.9%,-5.1%,59,-9,-8.0,$239K,5.1%,6.1%,753021,28.9%,6.9%
47, National,April 2020,All Residential,National,False,US,0.9878520959999999,0.2%,0.4%,437041,-13.9%,-20.8%,1292018,-1.5%,-17.4%,35,-9,-6.0,$304K,0.2%,4.7%,468311,-28.9%,-40.2%
48, National,August 2012,All Residential,National,False,US,0.970008759,-0.1%,1.1%,485771,7.6%,15.1%,2048449,-2.9%,-17.2%,70,2,-16.0,$191K,-0.8%,8.3%,535832,-0.9%,2.0%
49, National,January 2020,All Residential,National,False,US,0.9773560370000001,-0.2%,0.2%,378225,-26.2%,12.5%,1248459,-0.8%,-12.1%,56,6,-1.0,$289K,-2.1%,6.2%,525607,64.1%,-1.4%
50, National,October 2013,All Residential,National,False,US,0.9740983940000001,-0.2%,0.4%,447944,-0.1%,5.9%,1962576,-1.4%,1.4%,60,3,-13.0,$210K,0.1%,13.6%,540005,-1.6%,11.3%
51, National,January 2014,All Residential,National,False,US,0.9684405079999999,-0.2%,0.0%,303407,-25.8%,-2.6%,1711364,0.9%,2.0%,75,7,-4.0,$201K,-5.3%,11.4%,474175,55.2%,-2.7%
52, National,January 2016,All Residential,National,False,US,0.972233582,-0.2%,0.5%,341903,-30.1%,10.4%,1601731,-0.7%,-7.8%,66,6,-10.0,$228K,-4.2%,6.9%,497606,47.7%,-2.8%
53, National,July 2018,All Residential,National,False,US,0.987765812,-0.2%,0.1%,616669,-7.0%,4.1%,1655707,1.4%,-3.2%,32,1,-4.0,$288K,-1.9%,5.2%,712011,-8.1%,3.7%
54, National,December 2018,All Residential,National,False,US,0.9774487540000001,-0.2%,-0.3%,444667,-7.1%,-10.9%,1405995,-10.8%,9.1%,51,5,1.0,$278K,-0.6%,2.2%,317792,-31.7%,-2.5%
55, National,December 2019,All Residential,National,False,US,0.979597339,-0.1%,0.2%,512266,6.5%,15.2%,1258536,-13.7%,-10.5%,50,5,-1.0,$295K,0.4%,6.4%,320340,-26.8%,0.8%
56, National,February 2020,All Residential,National,False,US,0.9809685440000001,0.4%,0.3%,406264,7.4%,8.3%,1261666,1.1%,-12.4%,55,-1,-4.0,$294K,1.6%,6.6%,579210,10.2%,6.0%
57, National,January 2013,All Residential,National,False,US,0.968125419,-0.1%,1.2%,311486,-20.4%,12.9%,1678225,0.8%,-18.4%,79,3,-17.0,$180K,-6.8%,13.1%,487559,64.2%,1.8%
58, National,May 2020,All Residential,National,False,US,0.985272556,-0.3%,-0.1%,421398,-3.6%,-35.0%,1279632,-1.0%,-22.8%,38,3,1.0,$299K,-1.5%,0.4%,629482,34.4%,-24.7%
59, National,September 2013,All Residential,National,False,US,0.97590649,-0.3%,0.6%,448419,-16.7%,14.2%,1989492,0.3%,-1.0%,57,4,-14.0,$210K,-3.3%,12.3%,548978,-10.2%,14.7%
60, National,March 2018,All Residential,National,False,US,0.985043145,0.4%,0.4%,518251,38.0%,-2.9%,1376009,4.3%,-9.4%,45,-9,-5.0,$277K,3.4%,7.7%,727024,28.5%,-5.1%
61, National,May 2018,All Residential,National,False,US,0.989465033,0.2%,0.2%,627621,16.0%,-0.5%,1557917,7.1%,-5.0%,33,-3,-4.0,$288K,2.3%,7.0%,830865,7.7%,3.5%
62, National,November 2015,All Residential,National,False,US,0.97386159,-0.1%,0.3%,394099,-20.7%,4.1%,1801284,-6.6%,-5.4%,56,3,-7.0,$235K,0.8%,6.5%,431834,-23.9%,8.5%
63, National,May 2013,All Residential,National,False,US,0.9795921590000001,0.2%,1.1%,534998,16.2%,15.2%,1910268,3.8%,-11.7%,54,-6,-17.0,$209K,5.0%,12.4%,704265,2.4%,15.4%
64, National,December 2017,All Residential,National,False,US,0.980026648,-0.1%,0.3%,499223,0.7%,0.3%,1288736,-12.2%,-9.5%,50,4,-4.0,$272K,0.5%,6.8%,326090,-28.7%,-1.5%
65, National,September 2018,All Residential,National,False,US,0.982846962,-0.2%,0.0%,493999,-21.9%,-7.7%,1706743,1.5%,2.4%,39,3,-3.0,$279K,-2.2%,3.8%,604093,-14.3%,2.6%
66, National,June 2013,All Residential,National,False,US,0.980781516,0.1%,1.0%,526736,-1.5%,7.9%,1952126,2.2%,-9.0%,52,-3,-16.0,$219K,4.5%,12.4%,649099,-7.8%,12.6%
67, National,May 2014,All Residential,National,False,US,0.977069629,0.1%,-0.3%,507692,14.3%,-5.1%,1962107,3.9%,2.7%,52,-7,-2.0,$222K,3.1%,6.0%,742538,3.5%,5.4%
68, National,August 2013,All Residential,National,False,US,0.97843362,-0.2%,0.8%,538411,-1.9%,10.8%,1983783,0.0%,-3.2%,53,1,-16.0,$217K,-1.4%,13.9%,611357,-5.8%,14.1%
69, National,September 2017,All Residential,National,False,US,0.983013935,-0.2%,0.3%,535359,-14.9%,-3.0%,1666081,-1.3%,-8.9%,42,3,-5.0,$269K,-0.8%,6.2%,588656,-13.1%,-3.7%
70, National,February 2019,All Residential,National,False,US,0.9777008290000001,0.3%,-0.4%,375087,11.6%,-0.1%,1439954,1.3%,9.1%,59,2,5.0,$276K,1.2%,2.7%,546306,2.5%,-3.5%
71, National,October 2019,All Residential,National,False,US,0.981623391,-0.1%,0.1%,544398,2.1%,3.6%,1597921,-3.2%,-4.8%,44,2,1.0,$294K,0.7%,5.8%,604882,-2.6%,-0.2%
72, National,May 2012,All Residential,National,False,US,0.968834175,0.3%,0.9%,464453,14.7%,17.0%,2162916,0.4%,-17.0%,71,-9,-17.0,$186K,4.6%,7.5%,610036,0.4%,0.5%
73, National,August 2015,All Residential,National,False,US,0.978944377,-0.2%,0.4%,564645,-9.7%,9.6%,2031180,-1.5%,-3.5%,47,2,-4.0,$240K,-0.9%,6.0%,642483,-11.2%,7.3%
74, National,April 2018,All Residential,National,False,US,0.987939054,0.3%,0.3%,540904,4.4%,4.7%,1453988,5.7%,-8.0%,36,-9,-5.0,$281K,1.5%,7.1%,771808,6.2%,6.1%
75, National,April 2013,All Residential,National,False,US,0.977179323,0.3%,1.2%,460242,9.6%,13.6%,1840972,4.8%,-14.6%,60,-10,-20.0,$199K,3.0%,12.0%,687913,13.4%,13.2%
76, National,April 2015,All Residential,National,False,US,0.978402087,0.3%,0.3%,496849,8.2%,11.8%,1923731,6.3%,1.9%,55,-12,-4.0,$231K,2.6%,7.4%,793364,12.7%,10.6%
77, National,January 2017,All Residential,National,False,US,0.9755037809999999,-0.1%,0.3%,360876,-27.5%,5.5%,1411007,-0.9%,-11.9%,59,5,-6.0,$247K,-2.7%,8.2%,505497,52.7%,1.6%
78, National,February 2015,All Residential,National,False,US,0.9704863659999999,0.3%,0.0%,336152,8.5%,8.2%,1749191,0.7%,0.1%,76,0,-2.0,$215K,0.7%,6.8%,524858,2.5%,6.9%
79, National,September 2016,All Residential,National,False,US,0.98018708,-0.2%,0.3%,552152,-10.1%,5.0%,1828410,-1.1%,-8.6%,47,3,-3.0,$253K,-1.1%,8.1%,611439,-7.1%,1.3%
80, National,June 2018,All Residential,National,False,US,0.989656925,0.0%,0.2%,663314,5.7%,-4.2%,1632925,4.8%,-3.9%,31,-1,-4.0,$293K,1.9%,5.6%,775026,-6.7%,-1.2%
81, National,May 2015,All Residential,National,False,US,0.9804684309999999,0.2%,0.3%,546085,9.9%,7.6%,2010336,4.5%,2.5%,48,-8,-4.0,$239K,3.3%,7.7%,777655,-2.0%,4.7%
82, National,June 2012,All Residential,National,False,US,0.970613851,0.2%,1.0%,488075,5.1%,10.0%,2145534,-0.8%,-17.3%,68,-4,-15.0,$195K,4.5%,7.8%,576420,-5.5%,-2.7%
83, National,July 2019,All Residential,National,False,US,0.985849929,-0.1%,-0.2%,636996,1.9%,3.3%,1681791,-0.9%,1.6%,36,1,4.0,$299K,-1.2%,4.0%,706202,-4.3%,-0.8%
84, National,September 2019,All Residential,National,False,US,0.982604789,-0.2%,0.0%,533180,-15.2%,7.9%,1651383,-0.5%,-3.2%,41,2,2.0,$292K,-1.5%,4.6%,620839,-7.7%,2.8%
85, National,December 2015,All Residential,National,False,US,0.9740548379999999,0.0%,0.4%,489213,24.1%,9.7%,1613594,-10.4%,-6.9%,60,4,-8.0,$239K,1.7%,7.1%,336994,-22.0%,2.9%
86, National,September 2015,All Residential,National,False,US,0.977015245,-0.2%,0.4%,525896,-6.9%,11.8%,2001075,-1.5%,-4.3%,50,4,-6.0,$234K,-2.6%,6.3%,603335,-6.1%,4.6%
87, National,November 2018,All Residential,National,False,US,0.979156008,-0.2%,-0.2%,478525,-8.9%,-3.5%,1576968,-6.0%,7.4%,46,3,0.0,$279K,0.5%,3.4%,465278,-23.2%,1.7%
88, National,June 2020,All Residential,National,False,US,0.9869443379999999,0.2%,0.0%,586395,39.2%,-6.2%,1194823,-6.6%,-29.6%,38,1,3.0,$311K,3.8%,2.5%,700002,11.2%,-5.1%
89, National,June 2016,All Residential,National,False,US,0.9845362009999999,0.1%,0.3%,661170,11.8%,4.3%,1870281,2.3%,-8.6%,41,-2,-4.0,$260K,2.9%,5.9%,758582,0.0%,0.4%
90, National,August 2019,All Residential,National,False,US,0.9841378120000001,-0.2%,-0.1%,628518,-1.3%,-0.6%,1660260,-1.3%,-1.3%,39,3,3.0,$296K,-1.1%,3.8%,672911,-4.7%,-4.5%
91, National,January 2018,All Residential,National,False,US,0.978514312,-0.2%,0.3%,363319,-27.2%,0.7%,1278147,-0.8%,-9.4%,54,3,-6.0,$264K,-2.6%,6.9%,505316,55.0%,0.0%
92, National,February 2012,All Residential,National,False,US,0.958336043,0.2%,0.3%,305040,10.6%,15.5%,2078632,1.1%,-16.2%,97,1,-10.0,$161K,0.9%,-1.8%,514821,7.5%,6.1%
93, National,March 2014,All Residential,National,False,US,0.9724564440000001,0.2%,-0.1%,392539,26.3%,-6.5%,1818452,4.1%,3.5%,70,-8,0.0,$210K,4.3%,8.5%,641675,30.7%,5.8%
94, National,April 2014,All Residential,National,False,US,0.975605,0.3%,-0.2%,444220,13.2%,-3.5%,1888004,3.8%,2.6%,59,-11,-1.0,$215K,2.5%,8.0%,717487,11.8%,4.3%
95, National,November 2016,All Residential,National,False,US,0.978128517,-0.1%,0.4%,476106,-5.3%,20.8%,1608409,-7.8%,-10.7%,51,1,-6.0,$255K,1.4%,8.6%,442203,-18.0%,2.4%
96, National,July 2017,All Residential,National,False,US,0.986833869,-0.1%,0.3%,592166,-14.5%,1.2%,1709643,0.6%,-9.5%,36,1,-5.0,$274K,-1.5%,6.3%,686895,-12.4%,0.7%
97, National,March 2015,All Residential,National,False,US,0.974905059,0.4%,0.2%,459306,36.6%,17.0%,1809084,3.4%,-0.5%,67,-9,-3.0,$225K,4.8%,7.3%,704236,34.2%,9.7%
98, National,December 2012,All Residential,National,False,US,0.969076487,0.0%,1.1%,391256,-1.8%,8.9%,1665365,-8.6%,-18.7%,76,3,-18.0,$193K,2.0%,13.6%,296866,-22.9%,-7.0%
99, National,November 2013,All Residential,National,False,US,0.972325302,-0.2%,0.3%,384442,-14.2%,-3.6%,1861505,-5.1%,2.2%,64,4,-9.0,$208K,-1.1%,9.7%,404382,-25.1%,5.1%
100, National,August 2014,All Residential,National,False,US,0.975023658,-0.2%,-0.3%,515045,-3.7%,-4.3%,2103842,-0.5%,6.1%,51,5,-3.0,$227K,-0.9%,4.5%,598997,-10.9%,-2.0%
101, National,May 2017,All Residential,National,False,US,0.987075092,0.2%,0.3%,631014,22.2%,6.7%,1640167,3.7%,-10.3%,37,-4,-5.0,$269K,2.3%,6.5%,802551,10.4%,5.8%
0,Texas,March 2012,All Residential,State,False,TX,0.964838335,0.4%,0.5%,16308,31.5%,12.3%,79872,3.2%,-18.7%,77,-11,-17.0,$163K,6.6%,8.2%,27380,22.2%,-2.7%
1,Texas,June 2014,All Residential,State,False,TX,0.9820277390000001,0.1%,0.3%,25070,5.3%,7.1%,65182,4.4%,-6.4%,30,-3,-6.0,$206K,3.3%,7.0%,30024,-5.9%,3.9%
2,Texas,November 2016,All Residential,State,False,TX,0.97743673,-0.1%,0.3%,19949,-4.9%,21.7%,68303,-5.6%,1.8%,44,1,1.0,$226K,1.7%,9.7%,20596,-15.4%,5.0%
3,Texas,August 2016,All Residential,State,False,TX,0.981547484,-0.3%,-0.1%,26689,7.7%,6.6%,73848,-2.1%,3.6%,35,3,2.0,$230K,-0.6%,7.4%,28537,-10.4%,0.9%
4,Texas,October 2017,All Residential,State,False,TX,0.9764392340000001,-0.2%,-0.2%,22195,-5.6%,5.8%,75634,-3.7%,4.7%,47,6,4.0,$233K,-1.5%,4.7%,25959,2.7%,6.8%
5,Texas,December 2018,All Residential,State,False,TX,0.974715643,-0.1%,0.0%,21573,4.7%,-7.0%,72505,-8.3%,13.4%,56,5,5.0,$248K,1.7%,2.2%,17118,-25.7%,3.2%
6,Texas,September 2012,All Residential,State,False,TX,0.969051311,0.0%,0.7%,16366,-22.4%,11.4%,76060,-4.0%,-15.1%,58,3,-20.0,$165K,-2.4%,6.2%,19065,-17.8%,0.0%
7,Texas,September 2019,All Residential,State,False,TX,0.977742385,-0.1%,0.0%,24206,-17.5%,10.8%,85416,-2.7%,1.8%,44,4,2.0,$255K,-1.4%,5.0%,27852,-13.5%,8.8%
8,Texas,August 2014,All Residential,State,False,TX,0.9791553709999999,-0.2%,0.2%,24024,-3.4%,-2.1%,68534,-0.7%,-2.2%,33,4,-6.0,$200K,-0.9%,6.8%,26634,-11.7%,0.7%
9,Texas,December 2017,All Residential,State,False,TX,0.9748737959999999,-0.1%,-0.1%,23201,9.0%,5.9%,63925,-10.5%,2.8%,51,1,3.0,$243K,2.8%,5.8%,16595,-24.8%,2.1%
10,Texas,March 2018,All Residential,State,False,TX,0.978863873,0.2%,-0.1%,24063,31.4%,0.4%,69380,7.0%,-0.6%,43,-10,3.0,$246K,3.2%,5.0%,34730,32.7%,-1.6%
11,Texas,January 2013,All Residential,State,False,TX,0.966342722,0.0%,0.7%,12675,-21.0%,25.4%,62755,0.4%,-17.3%,67,2,-19.0,$157K,-8.1%,8.9%,21018,61.2%,3.5%
12,Texas,April 2016,All Residential,State,False,TX,0.982815112,0.3%,0.1%,22640,1.2%,4.6%,68109,3.3%,10.5%,33,-7,0.0,$222K,2.1%,5.6%,31091,-1.6%,-0.9%
13,Texas,April 2012,All Residential,State,False,TX,0.9683534570000001,0.4%,0.6%,17013,4.4%,13.4%,81585,2.2%,-19.0%,60,-17,-17.0,$164K,0.6%,7.7%,26733,-2.4%,0.4%
14,Texas,July 2014,All Residential,State,False,TX,0.981259605,-0.1%,0.2%,24868,-0.8%,-0.9%,69040,5.8%,-2.5%,29,-1,-8.0,$202K,-1.7%,6.6%,30181,0.5%,1.8%
15,Texas,June 2019,All Residential,State,False,TX,0.981746694,0.0%,-0.1%,28256,-7.4%,-3.6%,89404,3.6%,6.8%,34,-1,3.0,$267K,1.4%,3.7%,36457,-7.3%,-1.7%
16,Texas,July 2019,All Residential,State,False,TX,0.9807946259999999,-0.1%,-0.1%,29894,5.8%,7.1%,89665,0.2%,5.2%,36,2,2.0,$261K,-2.2%,3.1%,35439,-2.8%,3.8%
17,Texas,September 2015,All Residential,State,False,TX,0.9787136320000001,-0.4%,0.1%,22588,-9.8%,6.9%,70397,-1.2%,7.7%,36,3,-2.0,$207K,-3.0%,6.6%,25398,-10.1%,14.8%
18,Texas,May 2014,All Residential,State,False,TX,0.981246217,0.2%,0.4%,23795,14.0%,-3.8%,62389,3.2%,-8.2%,33,-2,-5.0,$199K,3.4%,5.9%,31901,7.5%,4.8%
19,Texas,December 2014,All Residential,State,False,TX,0.9739929970000001,-0.1%,0.3%,20142,22.6%,12.4%,54372,-8.9%,-3.3%,46,0,-3.0,$203K,4.0%,8.8%,14577,-16.8%,10.7%
20,Texas,March 2014,All Residential,State,False,TX,0.9762404720000001,0.3%,0.5%,19119,25.2%,-0.9%,59073,1.7%,-9.6%,42,-11,-9.0,$190K,2.5%,8.5%,27226,20.6%,-0.5%
21,Texas,April 2015,All Residential,State,False,TX,0.9813841609999999,0.2%,0.2%,21649,4.4%,3.7%,61598,6.0%,1.8%,33,-5,-2.0,$210K,2.4%,9.2%,31379,13.4%,5.7%
22,Texas,January 2018,All Residential,State,False,TX,0.974310043,-0.1%,-0.1%,15642,-32.6%,5.8%,63726,-0.4%,1.4%,54,3,2.0,$229K,-5.5%,5.9%,24420,47.1%,-0.4%
23,Texas,September 2018,All Residential,State,False,TX,0.977588287,-0.1%,-0.1%,21844,-22.2%,-7.1%,83971,-1.5%,6.8%,42,4,1.0,$243K,-2.9%,2.9%,25618,-20.8%,1.2%
24,Texas,October 2015,All Residential,State,False,TX,0.976524178,-0.2%,0.2%,20350,-9.9%,-3.1%,69020,-2.0%,9.2%,42,6,-1.0,$207K,-0.3%,7.2%,24387,-4.0%,7.7%
25,Texas,February 2014,All Residential,State,False,TX,0.973546879,0.3%,0.7%,15273,18.5%,6.4%,58080,1.5%,-9.2%,53,-4,-14.0,$185K,7.5%,13.1%,22580,5.3%,-2.3%
26,Texas,January 2017,All Residential,State,False,TX,0.97487421,-0.1%,0.0%,14777,-32.5%,3.8%,62759,1.0%,-0.5%,52,4,1.0,$217K,-5.5%,7.3%,24505,50.8%,2.2%
27,Texas,May 2020,All Residential,State,False,TX,0.980752945,-0.1%,-0.1%,22064,3.6%,-27.7%,72006,-3.6%,-16.7%,40,4,5.0,$263K,-0.6%,-0.2%,33600,26.3%,-14.7%
28,Texas,July 2012,All Residential,State,False,TX,0.970964578,-0.1%,0.8%,19903,-4.8%,23.0%,82145,-1.4%,-16.1%,54,3,-19.0,$171K,-1.7%,6.2%,24678,-7.7%,8.9%
29,Texas,May 2013,All Residential,State,False,TX,0.97755512,0.2%,0.7%,24751,16.3%,24.1%,68020,2.0%,-17.7%,38,-4,-16.0,$188K,2.1%,10.4%,30439,2.9%,11.4%
30,Texas,February 2018,All Residential,State,False,TX,0.9765743659999999,0.2%,-0.1%,18315,17.1%,4.7%,64781,1.7%,-0.1%,53,-1,2.0,$238K,3.9%,4.4%,26157,7.1%,-2.0%
31,Texas,November 2018,All Residential,State,False,TX,0.975932149,0.0%,0.0%,20609,-6.8%,-3.2%,79227,-3.7%,10.7%,51,3,1.0,$244K,0.4%,3.4%,23050,-14.1%,4.4%
32,Texas,August 2013,All Residential,State,False,TX,0.977280435,-0.2%,0.8%,24559,-2.2%,16.3%,70130,-1.0%,-11.7%,39,2,-16.0,$188K,-1.1%,11.2%,26451,-10.8%,13.9%
33,Texas,December 2013,All Residential,State,False,TX,0.9712992970000001,-0.1%,0.6%,17914,9.9%,11.5%,56219,-9.6%,-10.4%,49,-1,-16.0,$187K,3.7%,9.7%,13171,-22.8%,0.9%
34,Texas,August 2019,All Residential,State,False,TX,0.97911604,-0.2%,0.0%,29330,-1.9%,4.4%,87778,-2.1%,3.1%,40,4,2.0,$259K,-0.9%,3.4%,32213,-9.1%,-0.4%
35,Texas,January 2015,All Residential,State,False,TX,0.9733667490000001,-0.1%,0.3%,13265,-34.2%,2.9%,55864,2.7%,-2.4%,52,6,-5.0,$191K,-6.1%,10.6%,21992,50.8%,2.6%
36,Texas,October 2019,All Residential,State,False,TX,0.977286,0.0%,0.1%,24307,0.4%,9.9%,83274,-2.5%,1.4%,49,5,1.0,$255K,0.0%,5.0%,28753,3.3%,7.2%
37,Texas,November 2013,All Residential,State,False,TX,0.972349604,-0.1%,0.6%,16305,-14.0%,4.3%,62234,-6.0%,-9.4%,50,4,-13.0,$180K,0.5%,9.1%,17062,-21.9%,-1.2%
38,Texas,November 2014,All Residential,State,False,TX,0.9747378109999999,0.1%,0.2%,16433,-21.7%,0.8%,59690,-5.5%,-4.1%,46,3,-4.0,$195K,1.3%,8.5%,17522,-22.6%,2.7%
39,Texas,February 2016,All Residential,State,False,TX,0.977054821,0.2%,0.1%,16782,19.4%,9.0%,62495,2.4%,10.2%,51,0,4.0,$209K,2.9%,4.9%,26425,12.1%,13.7%
40,Texas,October 2013,All Residential,State,False,TX,0.97293056,-0.2%,0.6%,18947,-4.6%,9.8%,66176,-2.7%,-8.5%,46,4,-16.0,$179K,-1.6%,10.2%,21838,2.2%,9.1%
41,Texas,September 2017,All Residential,State,False,TX,0.9786921829999999,-0.3%,-0.1%,23499,-7.5%,0.5%,78515,-4.5%,5.6%,41,6,3.0,$236K,-2.3%,6.6%,25288,-13.7%,-2.7%
42,Texas,November 2012,All Residential,State,False,TX,0.966476324,-0.1%,0.5%,15636,-9.3%,26.4%,68606,-5.1%,-17.1%,62,1,-22.0,$165K,1.5%,9.4%,17255,-13.8%,5.9%
43,Texas,July 2015,All Residential,State,False,TX,0.9836008890000001,-0.1%,0.2%,26933,1.6%,8.3%,71904,6.4%,4.2%,31,2,2.0,$216K,-2.3%,6.8%,34468,7.4%,14.2%
44,Texas,August 2018,All Residential,State,False,TX,0.978919898,-0.3%,-0.3%,28099,0.7%,10.6%,85285,0.0%,3.4%,38,4,2.0,$250K,-1.2%,3.5%,32388,-5.2%,10.4%
45,Texas,February 2012,All Residential,State,False,TX,0.9611504390000001,0.2%,0.3%,12384,22.6%,22.9%,77118,1.7%,-18.4%,88,2,-11.0,$153K,5.9%,1.3%,22350,10.1%,11.0%
