Region,Month of Period End,Property Type,Region Type,Seasonally Adjusted,State Code,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,New Listings,New Listings Mom,New Listings Yoy
"Missouri City, TX",Sep-16,All Residential,Place/City,FALSE,TX,0.975616155,0.50%,-0.10%,143,-8.30%,10.00%,495,-5.40%,25.60%,35,3,9,$233K,-5.20%,-8.40%,138,-27.40%,-0.70%
"Houston, TX",Sep-16,All Residential,Place/City,FALSE,TX,0.971252546,-0.10%,-0.30%,2513,-15.90%,-3.80%,9525,-0.70%,10.30%,33,3,6,$206K,-2.10%,8.20%,3199,-7.60%,-2.50%
"Friendswood, TX",Jan-17,All Residential,Place/City,FALSE,TX,0.972126324,0.10%,-0.40%,32,-47.50%,-25.60%,170,7.60%,25.90%,33,12,-3,$221K,-8.00%,-17.70%,75,44.20%,7.10%
"Texas City, TX",Sep-17,All Residential,Place/City,FALSE,TX,0.968127952,0.20%,3.00%,46,27.80%,21.10%,186,-6.10%,84.20%,43,6,17,$168K,-0.40%,48.20%,59,-3.30%,-6.30%
"Texas City, TX",Nov-17,All Residential,Place/City,FALSE,TX,0.963342339,-1.80%,-3.40%,52,4.00%,20.90%,187,-5.60%,79.80%,45,15,32,$153K,22.40%,2.10%,53,-29.30%,32.50%
"Sugar Land, TX",Feb-18,All Residential,Place/City,FALSE,TX,0.970565463,1.00%,0.60%,117,21.90%,-7.90%,604,2.00%,14.20%,76,-5,6,$315K,11.00%,0.20%,184,2.80%,-20.00%
"Pasadena, TX",Oct-19,All Residential,Place/City,FALSE,TX,0.979861101,0.60%,1.10%,94,13.30%,9.30%,198,-5.30%,-10.00%,22,4,4,$175K,5.40%,13.30%,103,3.00%,4.00%
"Friendswood, TX",Feb-20,All Residential,Place/City,FALSE,TX,0.979508063,2.50%,1.10%,51,34.20%,2.00%,134,-1.50%,-34.00%,71,30,9,$280K,24.20%,14.30%,76,16.90%,20.60%
"Galveston, TX",Jul-20,All Residential,Place/City,FALSE,TX,0.969336864,0.40%,0.60%,206,-7.20%,46.10%,347,-11.70%,-43.60%,76,17,23,$320K,12.90%,14.10%,167,3.70%,-5.60%
"Missouri City, TX",Feb-12,All Residential,Place/City,FALSE,TX,0.966080935,1.60%,1.70%,88,15.80%,20.50%,494,-2.40%,-27.80%,105,-2,17,$185K,7.50%,9.40%,154,13.20%,13.20%
"Houston, TX",Jul-12,All Residential,Place/City,FALSE,TX,0.970171164,-0.20%,1.20%,2641,-2.00%,23.20%,9818,-2.00%,-22.40%,46,2,-18,$155K,-2.40%,10.70%,3152,-9.30%,7.60%
"Sugar Land, TX",Sep-14,All Residential,Place/City,FALSE,TX,0.983823048,0.20%,1.30%,227,-5.40%,26.80%,354,-10.80%,-4.10%,17,0,-6,$295K,-3.30%,3.50%,163,-29.40%,-12.40%
"Sugar Land, TX",Jan-16,All Residential,Place/City,FALSE,TX,0.956764778,-0.70%,-2.50%,82,-52.00%,-26.10%,528,4.80%,50.00%,67,13,49,$338K,7.20%,13.50%,181,57.40%,-2.70%
"Houston, TX",Feb-18,All Residential,Place/City,FALSE,TX,0.965229358,0.10%,-0.30%,2104,17.10%,3.10%,8284,1.10%,-1.80%,49,1,-3,$215K,10.80%,4.60%,3235,5.10%,-4.60%
"Missouri City, TX",Jun-19,All Residential,Place/City,FALSE,TX,0.978404539,0.10%,-0.10%,148,-22.10%,-2.60%,670,1.50%,13.60%,42,5,14,$256K,3.60%,1.80%,236,-10.60%,0.40%
"Texas City, TX",Aug-15,All Residential,Place/City,FALSE,TX,0.950761355,0.00%,-0.20%,43,-24.60%,-2.30%,142,0.00%,-17.90%,24,-30,-35,$117K,-3.30%,17.90%,59,3.50%,0.00%
"Galveston, TX",Jul-16,All Residential,Place/City,FALSE,TX,0.95205977,-0.30%,0.40%,133,0.80%,13.70%,653,-0.30%,16.00%,55,10,-17,$160K,-14.20%,-4.90%,166,-9.80%,9.90%
"Missouri City, TX",Jul-17,All Residential,Place/City,FALSE,TX,0.971815649,-0.20%,-0.20%,159,-13.10%,28.20%,637,6.30%,24.20%,31,4,15,$237K,-7.30%,1.50%,223,-11.50%,-4.30%
"Sugar Land, TX",Jul-18,All Residential,Place/City,FALSE,TX,0.969795004,-0.50%,-0.20%,223,-4.70%,9.90%,828,-4.60%,-7.90%,31,5,0,$335K,-3.60%,-4.60%,270,-18.20%,-10.90%
"Texas City, TX",Nov-18,All Residential,Place/City,FALSE,TX,0.982739533,1.60%,1.90%,59,-14.50%,13.50%,236,-2.50%,26.20%,35,1,-10,$177K,3.80%,15.40%,73,-31.10%,37.70%
"Galveston, TX",May-12,All Residential,Place/City,FALSE,TX,0.93667499,-1.20%,-6.30%,97,21.30%,9600.00%,623,-1.00%,19.30%,77,15,42,$139K,-4.50%,-9.80%,130,-11.60%,62.50%
"Friendswood, TX",Jan-13,All Residential,Place/City,FALSE,TX,0.969957453,2.50%,2.00%,41,-28.10%,2.50%,217,5.90%,-23.90%,77,-13,-14,$155K,-6.10%,-7.50%,75,102.70%,29.30%
"Houston, TX",Sep-19,All Residential,Place/City,FALSE,TX,0.971467562,0.10%,0.10%,2502,-17.40%,3.10%,10840,-2.20%,3.10%,43,8,9,$222K,-3.80%,3.00%,3148,-15.10%,-1.40%
"Texas City, TX",Sep-12,All Residential,Place/City,FALSE,TX,0.916830587,-3.00%,,27,-32.50%,,230,0.40%,,90,17,,$75K,2.20%,,55,0.00%,
"Friendswood, TX",Apr-18,All Residential,Place/City,FALSE,TX,0.977382126,-0.50%,-0.20%,105,54.40%,59.10%,175,6.10%,-3.80%,20,7,-6,$285K,16.60%,13.50%,110,-15.40%,11.10%
"Pasadena, TX",Jun-18,All Residential,Place/City,FALSE,TX,0.978904412,-0.70%,1.00%,107,17.60%,4.90%,187,28.10%,15.40%,15,6,1,$180K,9.10%,19.00%,143,21.20%,5.10%
"Friendswood, TX",Oct-18,All Residential,Place/City,FALSE,TX,0.964732061,-1.70%,-1.00%,74,-7.50%,4.20%,268,1.10%,58.60%,41,6,2,$254K,-1.30%,-5.90%,79,16.20%,3.90%
"Houston, TX",May-19,All Residential,Place/City,FALSE,TX,0.975947882,0.30%,0.30%,3237,14.00%,2.60%,10847,4.70%,10.40%,32,-3,7,$240K,4.30%,7.60%,4598,4.90%,1.50%
"Sugar Land, TX",Oct-19,All Residential,Place/City,FALSE,TX,0.961671193,-0.40%,-0.50%,162,3.80%,2.50%,753,-4.90%,-1.30%,70,24,19,$322K,7.80%,4.60%,217,31.50%,12.40%
"Galveston, TX",Mar-20,All Residential,Place/City,FALSE,TX,0.957542248,0.60%,-1.00%,105,-1.90%,-1.90%,635,11.00%,2.90%,36,-26,-32,$235K,-13.00%,-13.00%,207,18.30%,-10.40%
"Pasadena, TX",Jul-20,All Residential,Place/City,FALSE,TX,0.985298094,0.30%,0.50%,108,0.00%,-12.90%,137,-17.00%,-33.80%,23,-11,8,$191K,5.80%,11.40%,106,2.90%,-11.70%
"Missouri City, TX",Jul-20,All Residential,Place/City,FALSE,TX,0.976112308,-0.10%,0.20%,220,8.90%,7.80%,317,-13.90%,-50.20%,45,-10,12,$285K,3.60%,12.00%,201,-0.50%,-9.50%
"Sugar Land, TX",Aug-12,All Residential,Place/City,FALSE,TX,0.963788209,-0.20%,0.30%,214,1.40%,21.60%,621,-4.20%,-19.80%,42,7,-20,$221K,-11.60%,-9.20%,213,-19.30%,8.70%
"Sugar Land, TX",Dec-12,All Residential,Place/City,FALSE,TX,0.948369972,-2.00%,0.00%,200,33.30%,58.70%,378,-19.40%,-34.30%,71,2,-14,$283K,18.60%,8.70%,96,-22.00%,-2.00%
"Texas City, TX",Jul-13,All Residential,Place/City,FALSE,TX,0.944035898,-0.70%,-0.40%,35,20.70%,12.90%,214,1.90%,-5.30%,52,2,-36,$84K,-18.40%,-7.40%,53,15.20%,3.90%
"Houston, TX",Nov-14,All Residential,Place/City,FALSE,TX,0.976615041,-0.10%,0.10%,2186,-19.80%,-0.20%,6309,-2.30%,-5.60%,29,3,-3,$180K,-1.10%,5.90%,2467,-20.10%,5.60%
"Galveston, TX",Dec-15,All Residential,Place/City,FALSE,TX,0.948810232,-0.60%,0.30%,80,-1.20%,0.00%,488,-10.10%,-4.30%,66,10,-62,$173K,-1.00%,4.10%,83,-22.40%,33.90%
"Sugar Land, TX",Nov-16,All Residential,Place/City,FALSE,TX,0.967994542,0.10%,0.10%,136,-6.80%,15.30%,576,-8.60%,5.70%,54,11,4,$279K,-9.80%,-19.60%,139,-18.70%,-8.60%
"League City, TX",Apr-17,All Residential,Place/City,FALSE,TX,0.984473125,0.10%,-0.20%,153,-11.60%,-10.50%,401,8.40%,7.80%,20,-17,3,$263K,3.10%,9.60%,236,2.60%,1.70%
"Texas City, TX",Feb-18,All Residential,Place/City,FALSE,TX,0.965745342,0.50%,1.90%,44,-6.40%,46.70%,170,-13.30%,21.40%,49,-32,29,$148K,-3.90%,27.50%,50,-35.10%,13.60%
"Friendswood, TX",Sep-18,All Residential,Place/City,FALSE,TX,0.981597549,0.80%,0.20%,80,9.60%,6.70%,265,-3.60%,39.50%,35,10,6,$257K,-9.60%,-6.40%,68,-37.00%,3.00%
"Texas City, TX",May-19,All Residential,Place/City,FALSE,TX,0.985793846,1.70%,2.20%,79,9.70%,23.40%,198,-7.90%,-0.50%,31,-20,6,$187K,-6.00%,16.90%,87,4.80%,-4.40%
"Missouri City, TX",Mar-20,All Residential,Place/City,FALSE,TX,0.976045635,0.20%,0.50%,172,23.70%,22.90%,493,1.60%,-13.50%,61,-6,-1,$247K,-1.40%,-3.30%,197,-11.70%,-12.40%
"Sugar Land, TX",Apr-12,All Residential,Place/City,FALSE,TX,0.963879469,0.70%,0.20%,159,22.30%,23.30%,602,-1.80%,-30.10%,34,-32,-42,$263K,2.70%,8.30%,260,-8.10%,7.40%
"Galveston, TX",Jul-14,All Residential,Place/City,FALSE,TX,0.94965937,0.70%,-0.60%,123,-3.10%,16.00%,621,-1.00%,6.90%,85,16,-3,$168K,-1.50%,-2.20%,158,5.30%,51.90%
"League City, TX",Sep-16,All Residential,Place/City,FALSE,TX,0.985624529,-0.40%,0.70%,161,-29.40%,-21.50%,450,4.20%,15.70%,19,1,-8,$239K,-0.80%,1.70%,208,-8.40%,4.50%
"Galveston, TX",Jan-17,All Residential,Place/City,FALSE,TX,0.954577871,-0.40%,1.80%,61,-28.20%,1.70%,585,8.90%,17.90%,94,38,4,$188K,-6.00%,7.00%,171,147.80%,22.10%
"Houston, TX",Jan-19,All Residential,Place/City,FALSE,TX,0.965580388,-0.40%,0.10%,1578,-36.80%,-12.20%,9477,2.50%,15.70%,51,0,3,$200K,-8.00%,3.10%,3336,54.20%,8.40%
"League City, TX",Dec-19,All Residential,Place/City,FALSE,TX,0.976843342,-0.60%,-0.10%,159,0.60%,13.60%,341,-13.90%,-24.90%,51,16,4,$270K,1.90%,2.50%,73,-46.30%,-33.60%
"Friendswood, TX",Sep-14,All Residential,Place/City,FALSE,TX,0.96958047,-1.30%,-0.20%,55,-34.50%,-9.80%,150,-14.30%,-21.50%,26,1,-12,$177K,-27.80%,-6.80%,57,-27.80%,-18.60%
